,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
189,189,5,"“It is a very good height indeed!” said the Caterpillar angrily, rearing itself upright as it spoke (it was exactly three inches high).",23,135,forest,EXT,day,,,,,,,,0.043664686381816864,13.684683524537832,1.0276345,-0.2329287,28
190,190,5,"“But I’m not used to it!” pleaded poor Alice in a piteous tone. And she thought of herself, “I wish the creatures wouldn’t be so easily offended!”",27,146,forest,EXT,day,,,,,,,,0.07651381939649582,13.761197343934327,1.0996192,-0.20699464,28
191,191,5,"“You’ll get used to it in time,” said the Caterpillar; and it put the hookah into its mouth and began smoking again.",22,116,forest,EXT,day,,,,Statement,"The Caterpillar instructs that one side of the mushroom will make her grow taller, and the other shorter.",Caterpillar,,0.016795894131064415,13.777993238065392,1.1163846,-0.20598422,28
192,192,5,"This time Alice waited patiently until it chose to speak again. In a minute or two the Caterpillar took the hookah out of its mouth and yawned once or twice, and shook itself. Then it got down off the mushroom, and crawled away in the grass, merely remarking as it went, “One side will make you grow taller, and the other side will make you grow shorter.”",67,355,forest,EXT,day,Caterpillar's advice on changing size,The Caterpillar advises Alice about the mushroom that can make her grow taller or shorter. This pivotal moment presents Alice with the means to navigate her physical changes in Wonderland.,6.0,,,,Climax,0.06745027005672455,13.845443508122116,1.1808292,-0.18607342,28
193,193,5,“One side of _what?_ The other side of _what?_” thought Alice to herself.,13,73,forest,EXT,day,Caterpillar's advice on changing size,The Caterpillar advises Alice about the mushroom that can make her grow taller or shorter. This pivotal moment presents Alice with the means to navigate her physical changes in Wonderland.,6.0,,,,Climax,0.06947973370552063,13.914923241827637,1.1127446,-0.19992699,28
194,194,5,"“Of the mushroom,” said the Caterpillar, just as if she had asked it aloud; and in another moment it was out of sight.",23,118,forest,EXT,day,Caterpillar's advice on changing size,The Caterpillar advises Alice about the mushroom that can make her grow taller or shorter. This pivotal moment presents Alice with the means to navigate her physical changes in Wonderland.,6.0,,,,Climax,0.020585346966981888,13.935508588794619,1.0997931,-0.21592747,28
195,195,5,"Alice remained looking thoughtfully at the mushroom for a minute, trying to make out which were the two sides of it; and as it was perfectly round, she found this a very difficult question. However, at last she stretched her arms round it as far as they would go, and broke off a bit of the edge with each hand.",60,311,forest,EXT,day,,,,,,,,0.05341428890824318,13.988922877702862,1.1419554,-0.18313377,28
196,196,5,"“And now which is which?” she said to herself, and nibbled a little of the right-hand bit to try the effect: the next moment she felt a violent blow underneath her chin: it had struck her foot!",37,193,forest,EXT,day,Alice's transformation attempts,"Alice experiments with pieces of a mushroom given by the Caterpillar, which have the power to change her size. She grows and shrinks multiple times, leading to confusion and a new perspective on her identity.",8.0,,,,Turning Point,0.14089736342430115,14.129820241127163,1.0049226,-0.21590716,29
197,197,5,"She was a good deal frightened by this very sudden change, but she felt that there was no time to be lost, as she was shrinking rapidly; so she set to work at once to eat some of the other bit. Her chin was pressed so closely against her foot, that there was hardly room to open her mouth; but she did it at last, and managed to swallow a morsel of the lefthand bit.",75,366,forest,EXT,day,Alice's transformation attempts,"Alice experiments with pieces of a mushroom given by the Caterpillar, which have the power to change her size. She grows and shrinks multiple times, leading to confusion and a new perspective on her identity.",8.0,,,,Turning Point,0.07105784863233566,14.200878089759499,0.9348916,-0.22794336,29
198,198,5,"“Come, my head’s free at last!” said Alice in a tone of delight, which changed into alarm in another moment, when she found that her shoulders were nowhere to be found: all she could see, when she looked down, was an immense length of neck, which seemed to rise like a stalk out of a sea of green leaves that lay far below her.",64,327,forest,EXT,day,Alice's transformation attempts,"Alice experiments with pieces of a mushroom given by the Caterpillar, which have the power to change her size. She grows and shrinks multiple times, leading to confusion and a new perspective on her identity.",8.0,Action,Alice notices her head has grown significantly larger than her shoulders.,Alice,Turning Point,0.11823531985282898,14.319113409612328,0.8297077,-0.28194278,30
199,199,5,"“What _can_ all that green stuff be?” said Alice. “And where _have_ my shoulders got to? And oh, my poor hands, how is it I can’t see you?” She was moving them about as she spoke, but no result seemed to follow, except a little shaking among the distant green leaves.",51,267,forest,EXT,day,Alice's transformation attempts,"Alice experiments with pieces of a mushroom given by the Caterpillar, which have the power to change her size. She grows and shrinks multiple times, leading to confusion and a new perspective on her identity.",8.0,,,,Turning Point,0.08277999609708786,14.401893405709416,0.74696875,-0.28454968,30
200,200,5,"As there seemed to be no chance of getting her hands up to her head, she tried to get her head down to them, and was delighted to find that her neck would bend about easily in any direction, like a serpent. She had just succeeded in curving it down into a graceful zigzag, and was going to dive in among the leaves, which she found to be nothing but the tops of the trees under which she had been wandering, when a sharp hiss made her draw back in a hurry: a large pigeon had flown into her face, and was beating her violently with its wings.",108,542,forest,EXT,day,Alice's transformation attempts,"Alice experiments with pieces of a mushroom given by the Caterpillar, which have the power to change her size. She grows and shrinks multiple times, leading to confusion and a new perspective on her identity.",8.0,,,,Turning Point,0.09688498079776764,14.498778386507183,0.8282038,-0.23175228,30
201,201,5,“Serpent!” screamed the Pigeon.,4,31,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,Statement,The Pigeon wrongly accuses Alice of being a serpent.,Pigeon,Climax,0.0989859476685524,14.597764334175736,0.7327622,-0.25800344,30
202,202,5,“I’m _not_ a serpent!” said Alice indignantly. “Let me alone!”,10,62,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.05448928102850914,14.652253615204245,0.78460664,-0.2747736,30
203,203,5,"“Serpent, I say again!” repeated the Pigeon, but in a more subdued tone, and added with a kind of sob, “I’ve tried every way, and nothing seems to suit them!”",30,158,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.04649633914232254,14.698749954346567,0.82655686,-0.25472146,30
204,204,5,"“I haven’t the least idea what you’re talking about,” said Alice.",11,65,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.0447930209338665,14.743542975280434,0.78214276,-0.26053545,30
205,205,5,"“I’ve tried the roots of trees, and I’ve tried banks, and I’ve tried hedges,” the Pigeon went on, without attending to her; “but those serpents! There’s no pleasing them!”",29,171,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.09423442929983139,14.837777404580265,0.85584426,-0.20181394,30
206,206,5,"Alice was more and more puzzled, but she thought there was no use in saying anything more till the Pigeon had finished.",22,119,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.03533467277884483,14.87311207735911,0.8869854,-0.18511762,30
207,207,5,"“As if it wasn’t trouble enough hatching the eggs,” said the Pigeon; “but I must be on the look-out for serpents night and day! Why, I haven’t had a wink of sleep these three weeks!”",35,182,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,Statement,The Pigeon expresses its frustration over trying to deal with serpents.,Pigeon,Climax,0.06075998768210411,14.933872065041214,0.8314713,-0.16042022,30
208,208,5,"“I’m very sorry you’ve been annoyed,” said Alice, who was beginning to see its meaning.",15,87,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.07712048292160034,15.010992547962815,0.87142545,-0.09445632,30
209,209,5,"“And just as I’d taken the highest tree in the wood,” continued the Pigeon, raising its voice to a shriek, “and just as I was thinking I should be free of them at last, they must needs come wriggling down from the sky! Ugh, Serpent!”",45,233,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.09022544324398041,15.101217991206795,0.78318846,-0.07561846,30
210,210,5,"“But I’m _not_ a serpent, I tell you!” said Alice. “I’m a—I’m a—”",13,65,forest,EXT,day,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.044493939727544785,15.14571193093434,0.8255009,-0.061857358,30
211,211,5,“Well! _What_ are you?” said the Pigeon. “I can see you’re trying to invent something!”,15,87,,,,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.037981171160936356,15.183693102095276,0.84044915,-0.026941469,30
212,212,5,"“I—I’m a little girl,” said Alice, rather doubtfully, as she remembered the number of changes she had gone through that day.",21,124,,,,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,Statement,"Alice declares she is a little girl, but doubts if it holds true.",Alice,Climax,0.07153830677270889,15.255231408867985,0.888365,0.026179185,30
213,213,5,"“A likely story indeed!” said the Pigeon in a tone of the deepest contempt. “I’ve seen a good many little girls in my time, but never _one_ with such a neck as that! No, no! You’re a serpent; and there’s no use denying it. I suppose you’ll be telling me next that you never tasted an egg!”",57,289,,,,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,Statement,The Pigeon dismisses Alice's claim of being a little girl based on her unusual neck.,Pigeon,Climax,0.09974464774131775,15.354976056609303,0.7934237,0.05675942,30
214,214,5,"“I _have_ tasted eggs, certainly,” said Alice, who was a very truthful child; “but little girls eat eggs quite as much as serpents do, you know.”",26,145,,,,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.07901126146316528,15.433987318072468,0.8672619,0.084878884,30
215,215,5,"“I don’t believe it,” said the Pigeon; “but if they do, why then they’re a kind of serpent, that’s all I can say.”",23,114,,,,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.04992423951625824,15.483911557588726,0.9155124,0.09769759,30
216,216,5,"This was such a new idea to Alice, that she was quite silent for a minute or two, which gave the Pigeon the opportunity of adding, “You’re looking for eggs, I know _that_ well enough; and what does it matter to me whether you’re a little girl or a serpent?”",50,257,,,,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,Statement,The Pigeon dismissively asserts that Alice must be looking for eggs.,Pigeon,Climax,0.061612553894519806,15.545524111483246,0.9771067,0.099196985,30
217,217,5,"“It matters a good deal to _me_,” said Alice hastily; “but I’m not looking for eggs, as it happens; and if I was, I shouldn’t want _yours_: I don’t like them raw.”",32,163,,,,Encounter with the Pigeon,"Alice meets a Pigeon who accuses her of being a serpent, highlighting her confusion about her own identity and appearance as she navigates Wonderland.",5.0,,,,Climax,0.07680907845497131,15.622333189938217,1.0509974,0.120168425,30
218,218,5,"“Well, be off, then!” said the Pigeon in a sulky tone, as it settled down again into its nest. Alice crouched down among the trees as well as she could, for her neck kept getting entangled among the branches, and every now and then she had to stop and untwist it. After a while she remembered that she still held the pieces of mushroom in her hands, and she set to work very carefully, nibbling first at one and then at the other, and growing sometimes taller and sometimes shorter, until she had succeeded in bringing herself down to her usual height.",102,552,forest,EXT,day,Alice restores her size,"After several transformations, Alice successfully manages to return to her usual height, gaining some control over her identity as well as a newfound understanding of her situation.",7.0,Action,Alice nibbles on pieces of mushroom to adjust her height.,Alice,Resolution,0.07545609772205353,15.697789287660271,1.1178575,0.15514489,30
219,219,5,"It was so long since she had been anything near the right size, that it felt quite strange at first; but she got used to it in a few minutes, and began talking to herself, as usual. “Come, there’s half my plan done now! How puzzling all these changes are! I’m never sure what I’m going to be, from one minute to another! However, I’ve got back to my right size: the next thing is, to get into that beautiful garden—how _is_ that to be done, I wonder?” As she said this, she came suddenly upon an open place, with a little house in it about four feet high. “Whoever lives there,” thought Alice, “it’ll never do to come upon them _this_ size: why, I should frighten them out of their wits!” So she began nibbling at the righthand bit again, and did not venture to go near the house till she had brought herself down to nine inches high.",160,834,garden,EXT,day,Alice restores her size,"After several transformations, Alice successfully manages to return to her usual height, gaining some control over her identity as well as a newfound understanding of her situation.",7.0,,,,Resolution,0.018755201250314713,15.716544488910586,1.0992236,0.15301475,30
220,220,6,CHAPTER VI. Pig and Pepper,5,26,,,,,,,,,,,0.041508741676807404,15.758053230587393,1.1387109,0.14021891,30
221,221,6,"For a minute or two she stood looking at the house, and wondering what to do next, when suddenly a footman in livery came running out of the wood—(she considered him to be a footman because he was in livery: otherwise, judging by his face only, she would have called him a fish)—and rapped loudly at the door with his knuckles. It was opened by another footman in livery, with a round face, and large eyes like a frog; and both footmen, Alice noticed, had powdered hair that curled all over their heads. She felt very curious to know what it was all about, and crept a little way out of the wood to listen.",115,606,wood,EXT,day,Alice observes the footmen,"Alice sees two footmen in livery, one resembling a fish and the other resembling a frog. They engage in a strange conversation about delivering an invitation from the Queen to the Duchess to play croquet.",5.0,Action,"Alice stands looking at the house, pondering what to do next.",Alice,Setup,0.06401484459638596,15.822068075183779,1.1964211,0.11251652,30
222,222,6,"The Fish-Footman began by producing from under his arm a great letter, nearly as large as himself, and this he handed over to the other, saying, in a solemn tone, “For the Duchess. An invitation from the Queen to play croquet.” The Frog-Footman repeated, in the same solemn tone, only changing the order of the words a little, “From the Queen. An invitation for the Duchess to play croquet.”",69,391,wood,EXT,day,Alice observes the footmen,"Alice sees two footmen in livery, one resembling a fish and the other resembling a frog. They engage in a strange conversation about delivering an invitation from the Queen to the Duchess to play croquet.",5.0,Action,The Frog-Footman repeats the invitation from the Queen in a solemn tone.,Frog-Footman,Setup,0.08779618889093399,15.909864264074713,1.1398716,0.045357607,30
223,223,6,"Then they both bowed low, and their curls got entangled together.",11,65,wood,EXT,day,Alice observes the footmen,"Alice sees two footmen in livery, one resembling a fish and the other resembling a frog. They engage in a strange conversation about delivering an invitation from the Queen to the Duchess to play croquet.",5.0,,,,Setup,0.10920953005552292,16.019073794130236,1.0638549,-0.03305278,31
224,224,6,"Alice laughed so much at this, that she had to run back into the wood for fear of their hearing her; and when she next peeped out the Fish-Footman was gone, and the other was sitting on the ground near the door, staring stupidly up into the sky.",48,245,wood,EXT,day,Alice observes the footmen,"Alice sees two footmen in livery, one resembling a fish and the other resembling a frog. They engage in a strange conversation about delivering an invitation from the Queen to the Duchess to play croquet.",5.0,Action,"The Fish-Footman leaves abruptly, causing Alice to laugh.",Fish-Footman,Setup,0.07393431663513184,16.093008110765368,1.00283,-0.07479298,31
225,225,6,"Alice went timidly up to the door, and knocked.",9,47,wood,EXT,day,Alice attempts to enter the house,"After laughing at the footmen, Alice approaches the door but is met with confusion. The footman tells her there's no use in knocking, as no one inside could hear her due to the noise.",6.0,,,,Inciting Incident,0.11503133922815323,16.20803944999352,0.89447606,-0.113414556,32
226,226,6,"“There’s no sort of use in knocking,” said the Footman, “and that for two reasons. First, because I’m on the same side of the door as you are; secondly, because they’re making such a noise inside, no one could possibly hear you.” And certainly there _was_ a most extraordinary noise going on within—a constant howling and sneezing, and every now and then a great crash, as if a dish or kettle had been broken to pieces.",76,419,wood,EXT,day,Alice attempts to enter the house,"After laughing at the footmen, Alice approaches the door but is met with confusion. The footman tells her there's no use in knocking, as no one inside could hear her due to the noise.",6.0,,,,Inciting Incident,0.07594728469848633,16.283986734692007,0.8187638,-0.11938475,32
227,227,6,"“Please, then,” said Alice, “how am I to get in?”",10,49,wood,EXT,day,Alice attempts to enter the house,"After laughing at the footmen, Alice approaches the door but is met with confusion. The footman tells her there's no use in knocking, as no one inside could hear her due to the noise.",6.0,,,,Inciting Incident,0.12058251351118088,16.404569248203188,0.7160969,-0.18262751,33
228,228,6,"“There might be some sense in your knocking,” the Footman went on without attending to her, “if we had the door between us. For instance, if you were _inside_, you might knock, and I could let you out, you know.” He was looking up into the sky all the time he was speaking, and this Alice thought decidedly uncivil. “But perhaps he can’t help it,” she said to herself; “his eyes are so _very_ nearly at the top of his head. But at any rate he might answer questions.—How am I to get in?” she repeated, aloud.",97,508,wood,EXT,day,Alice attempts to enter the house,"After laughing at the footmen, Alice approaches the door but is met with confusion. The footman tells her there's no use in knocking, as no one inside could hear her due to the noise.",6.0,,,,Inciting Incident,0.021210798993706703,16.425780047196895,0.73328495,-0.19505604,33
229,229,6,"“I shall sit here,” the Footman remarked, “till tomorrow—”",9,58,wood,EXT,day,Alice attempts to enter the house,"After laughing at the footmen, Alice approaches the door but is met with confusion. The footman tells her there's no use in knocking, as no one inside could hear her due to the noise.",6.0,,,,Inciting Incident,0.06910579651594162,16.494885843712837,0.668611,-0.21940537,33
230,230,6,"At this moment the door of the house opened, and a large plate came skimming out, straight at the Footman’s head: it just grazed his nose, and broke to pieces against one of the trees behind him.",37,195,wood,EXT,day,Alice attempts to enter the house,"After laughing at the footmen, Alice approaches the door but is met with confusion. The footman tells her there's no use in knocking, as no one inside could hear her due to the noise.",6.0,,,,Inciting Incident,0.05785535275936127,16.552741196472198,0.6999458,-0.26804045,33
231,231,6,"“—or next day, maybe,” the Footman continued in the same tone, exactly as if nothing had happened.",17,98,wood,EXT,day,,,,Action,The Frog-Footman sits staring stupidly after the Fish-Footman leaves.,Frog-Footman,,0.12185035645961761,16.674591552931815,0.5959475,-0.3315374,34
232,232,6,"“How am I to get in?” asked Alice again, in a louder tone.",13,58,wood,EXT,day,,,,,,,,0.04707638919353485,16.72166794212535,0.5973633,-0.3785925,34
233,233,6,"“_Are_ you to get in at all?” said the Footman. “That’s the first question, you know.”",16,86,wood,EXT,day,,,,,,,,0.05150492861866951,16.77317287074402,0.54769427,-0.39222133,34
234,234,6,"It was, no doubt: only Alice did not like to be told so. “It’s really dreadful,” she muttered to herself, “the way all the creatures argue. It’s enough to drive one crazy!”",32,172,wood,EXT,day,,,,,,,,0.024207856506109238,16.79738072725013,0.5535694,-0.41570544,34
235,235,6,"The Footman seemed to think this a good opportunity for repeating his remark, with variations. “I shall sit here,” he said, “on and off, for days and days.”",28,156,wood,EXT,day,,,,,,,,0.07876482605934143,16.87614555330947,0.47547016,-0.40548736,34
236,236,6,“But what am _I_ to do?” said Alice.,8,36,wood,EXT,day,,,,,,,,0.08800207823514938,16.96414763154462,0.42023364,-0.47399497,34
237,237,6,"“Anything you like,” said the Footman, and began whistling.",9,59,wood,EXT,day,,,,,,,,0.01686900295317173,16.98101663449779,0.40420207,-0.479244,34
238,238,6,"“Oh, there’s no use in talking to him,” said Alice desperately: “he’s perfectly idiotic!” And she opened the door and went in.",22,126,wood,EXT,day,,,,,,,,0.05453891679644585,17.035555551294237,0.37369576,-0.52445304,34
239,239,6,"The door led right into a large kitchen, which was full of smoke from one end to the other: the Duchess was sitting on a three-legged stool in the middle, nursing a baby; the cook was leaning over the fire, stirring a large cauldron which seemed to be full of soup.",51,265,house,INT,day,The chaotic kitchen scene,Alice enters the kitchen filled with smoke and chaos. The Duchess is nursing a howling baby at the same time the cook throws utensils at them.,7.0,,,,Turning Point,0.0660407617688179,17.101596313063055,0.3109808,-0.5451464,34
240,240,6,"“There’s certainly too much pepper in that soup!” Alice said to herself, as well as she could for sneezing.",19,107,house,INT,day,The chaotic kitchen scene,Alice enters the kitchen filled with smoke and chaos. The Duchess is nursing a howling baby at the same time the cook throws utensils at them.,7.0,Action,The Duchess is stirring a cauldron of soup.,Duchess,Turning Point,0.11505378782749176,17.216650100890547,0.21732445,-0.6119735,35
241,241,6,"There was certainly too much of it in the air. Even the Duchess sneezed occasionally; and as for the baby, it was sneezing and howling alternately without a moment’s pause. The only things in the kitchen that did not sneeze, were the cook, and a large cat which was sitting on the hearth and grinning from ear to ear.",59,317,house,INT,day,The chaotic kitchen scene,Alice enters the kitchen filled with smoke and chaos. The Duchess is nursing a howling baby at the same time the cook throws utensils at them.,7.0,,,,Turning Point,0.03538999706506729,17.252040097955614,0.18581215,-0.5958668,35
242,242,6,"“Please would you tell me,” said Alice, a little timidly, for she was not quite sure whether it was good manners for her to speak first, “why your cat grins like that?”",32,168,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,,,,Character Development,0.04972315952181816,17.301763257477432,0.16697946,-0.6418855,35
243,243,6,"“It’s a Cheshire cat,” said the Duchess, “and that’s why. Pig!”",11,63,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,,,,Character Development,0.0367032028734684,17.3384664603509,0.13431333,-0.62515086,35
244,244,6,"She said the last word with such sudden violence that Alice quite jumped; but she saw in another moment that it was addressed to the baby, and not to her, so she took courage, and went on again:—",38,195,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,,,,Character Development,0.014654342085123062,17.353120802436024,0.13166082,-0.63956314,35
245,245,6,"“I didn’t know that Cheshire cats always grinned; in fact, I didn’t know that cats _could_ grin.”",17,97,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,,,,Character Development,0.06925544142723083,17.422376243863255,0.073672265,-0.67742664,35
246,246,6,"“They all can,” said the Duchess; “and most of ’em do.”",11,55,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,,,,Character Development,0.1390208899974823,17.561397133860737,0.2097619,-0.64902914,36
247,247,6,"“I don’t know of any that do,” Alice said very politely, feeling quite pleased to have got into a conversation.",20,111,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,,,,Character Development,0.025763055309653282,17.58716018917039,0.18413265,-0.65165144,36
248,248,6,"“You don’t know much,” said the Duchess; “and that’s a fact.”",11,61,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,,,,Character Development,0.007262060418725014,17.594422249589115,0.18622907,-0.64469856,36
249,249,6,"Alice did not at all like the tone of this remark, and thought it would be as well to introduce some other subject of conversation. While she was trying to fix on one, the cook took the cauldron of soup off the fire, and at once set to work throwing everything within her reach at the Duchess and the baby—the fire-irons came first; then followed a shower of saucepans, plates, and dishes. The Duchess took no notice of them even when they hit her; and the baby was howling so much already, that it was quite impossible to say whether the blows hurt it or not.",106,560,house,INT,day,Alice converses with the Duchess,"Alice engages in conversation with the Duchess, who tells her that all cats can grin. Their dialogue is interrupted by the cook's antics.",5.0,Action,The cook throws items at the Duchess and the baby.,Cook,Character Development,0.04453429579734802,17.638956545386463,0.22806557,-0.6294339,36
250,250,6,"“Oh, _please_ mind what you’re doing!” cried Alice, jumping up and down in an agony of terror. “Oh, there goes his _precious_ nose!” as an unusually large saucepan flew close by it, and very nearly carried it off.",38,213,house,INT,day,The chaotic kitchen scene,Alice enters the kitchen filled with smoke and chaos. The Duchess is nursing a howling baby at the same time the cook throws utensils at them.,7.0,,,,Turning Point,0.1630857288837433,17.802042274270207,0.08360151,-0.70511144,37
251,251,6,"“If everybody minded their own business,” the Duchess said in a hoarse growl, “the world would go round a deal faster than it does.”",24,132,house,INT,day,,,,,,,,0.03502007946372032,17.837062353733927,0.118620284,-0.70541394,37
252,252,6,"“Which would _not_ be an advantage,” said Alice, who felt very glad to get an opportunity of showing off a little of her knowledge. “Just think of what work it would make with the day and night! You see the earth takes twenty-four hours to turn round on its axis—”",50,264,house,INT,day,,,,,,,,0.035081278532743454,17.87214363226667,0.12654181,-0.6712387,37
253,253,6,"“Talking of axes,” said the Duchess, “chop off her head!”",10,57,house,INT,day,,,,,,,,0.05886811390519142,17.931011746171862,0.1726068,-0.7078921,37
254,254,6,"Alice glanced rather anxiously at the cook, to see if she meant to take the hint; but the cook was busily stirring the soup, and seemed not to be listening, so she went on again: “Twenty-four hours, I _think_; or is it twelve? I—”",44,230,house,INT,day,,,,,,,,0.1051604226231575,18.03617216879502,0.27712157,-0.71952724,-1
255,255,6,"“Oh, don’t bother _me_,” said the Duchess; “I never could abide figures!” And with that she began nursing her child again, singing a sort of lullaby to it as she did so, and giving it a violent shake at the end of every line:",44,225,house,INT,day,,,,,,,,0.10367154330015182,18.13984371209517,0.17488311,-0.7367053,38
256,256,6,"“Speak roughly to your little boy,     And beat him when he sneezes: He only does it to annoy,     Because he knows it teases.”",31,127,house,INT,day,Duchess sings a nonsensical lullaby,"The Duchess sings a strange lullaby to her baby while roughly handling it, highlighting her chaotic nature and the nonsensical environment Alice finds herself in.",5.0,Action,The Duchess sings a violent lullaby while shaking the baby.,Duchess,,0.09086496382951736,18.23070867592469,0.10465745,-0.79436636,38
257,257,6,CHORUS. (In which the cook and the baby joined):,9,48,house,INT,day,Duchess sings a nonsensical lullaby,,5.0,,,,,0.06031804904341698,18.291026724968106,0.05233137,-0.8243705,38
258,258,6,“Wow! wow! wow!”,3,16,house,INT,day,Duchess sings a nonsensical lullaby,,5.0,,,,,0.0977059006690979,18.388732625637203,-0.002411297,-0.9053006,38
259,259,6,"While the Duchess sang the second verse of the song, she kept tossing the baby violently up and down, and the poor little thing howled so, that Alice could hardly hear the words:—",33,179,house,INT,day,Duchess sings a nonsensical lullaby,,5.0,,,,,0.024257607758045197,18.41299023339525,0.021472493,-0.90105844,38
260,260,6,"“I speak severely to my boy,     I beat him when he sneezes; For he can thoroughly enjoy     The pepper when he pleases!”",30,121,house,INT,day,Duchess sings a nonsensical lullaby,,5.0,,,,,0.09277155250310898,18.505761785898358,-0.058239132,-0.9485202,38
261,261,6,CHORUS.,1,7,house,INT,day,Duchess sings a nonsensical lullaby,,5.0,,,,,0.0396839901804924,18.54544577607885,-0.024604838,-0.9695809,38
262,262,6,“Wow! wow! wow!”,3,16,house,INT,day,Duchess sings a nonsensical lullaby,,5.0,,,,,0.06427621841430664,18.609721994493157,-0.055004008,-1.0262141,38
263,263,6,"“Here! you may nurse it a bit, if you like!” the Duchess said to Alice, flinging the baby at her as she spoke. “I must go and get ready to play croquet with the Queen,” and she hurried out of the room. The cook threw a frying-pan after her as she went out, but it just missed her.",58,280,house,INT,day,Alice is given the baby,"The Duchess carelessly tosses the baby to Alice, who struggles to hold the peculiar child. Alice begins to feel a sense of urgency to save the baby from its chaotic surroundings.",6.0,Action,The Cook throws a frying pan at the Duchess as she departs.,Cook,Character Development,0.12185116112232208,18.73157315561548,0.056729894,-0.97760093,39
264,264,6,"Alice caught the baby with some difficulty, as it was a queer-shaped little creature, and held out its arms and legs in all directions, “just like a star-fish,” thought Alice. The poor little thing was snorting like a steam-engine when she caught it, and kept doubling itself up and straightening itself out again, so that altogether, for the first minute or two, it was as much as she could do to hold it.",73,406,house,INT,day,Alice is given the baby,"The Duchess carelessly tosses the baby to Alice, who struggles to hold the peculiar child. Alice begins to feel a sense of urgency to save the baby from its chaotic surroundings.",6.0,,,,Character Development,0.06855375319719315,18.800126908812672,-0.005156247,-1.007092,39
