,_Index,Chapter,Content,Word_Count,Text_Length,Location,LocationType,Time,Event,ESummary,EImportance,CTag,CText,Character,ERole,reduce_distance,reduce_distance_stack,x_reduce,y_reduce,cluster
118,118,4,"“Digging for apples, indeed!” said the Rabbit angrily. “Here! Come and help me out of _this!_” (Sounds of more broken glass.)",21,125,house,INT,day,The Arrival of Bill,,5.0,Action,"The Rabbit called for Pat to help him, showing signs of frustration.",White Rabbit,,0.011715552586455175,1.8747972111263056,-0.2671475200331735,-0.1324473296137049,6
119,119,4,"“Now tell me, Pat, what’s that in the window?”",9,46,house,INT,day,The Arrival of Bill,,5.0,,,,,0.006675847657949262,1.8814730587842547,-0.2646552263679815,-0.1262541548027868,6
120,120,4,"“Sure, it’s an arm, yer honour!” (He pronounced it “arrum.”)",10,60,house,INT,day,The Arrival of Bill,,5.0,,,,,0.006330464853955667,1.8878035236382105,-0.26025933421525954,-0.12169883731123854,6
121,121,4,"“An arm, you goose! Who ever saw one that size? Why, it fills the whole window!”",16,80,house,INT,day,The Arrival of Bill,,5.0,,,,,0.0041493904201045,1.891952914058315,-0.26170811194893084,-0.12558708678071362,6
122,122,4,"“Sure, it does, yer honour: but it’s an arm for all that.”",12,58,house,INT,day,The Arrival of Bill,,5.0,Statement,Pat humorously remarked on the size of Alice's arm at the window.,Pat,,0.012294467810039357,1.9042473818683543,-0.2560957812960108,-0.11464836275208999,6
123,123,4,"“Well, it’s got no business there, at any rate: go and take it away!”",14,69,house,INT,day,The Arrival of Bill,,5.0,,,,,0.008120250453876902,1.9123676323222312,-0.25832073426986935,-0.10683887802531025,6
124,124,4,"There was a long silence after this, and Alice could only hear whispers now and then; such as, “Sure, I don’t like it, yer honour, at all, at all!” “Do as I tell you, you coward!” and at last she spread out her hand again, and made another snatch in the air. This time there were _two_ little shrieks, and more sounds of broken glass. “What a number of cucumber-frames there must be!” thought Alice. “I wonder what they’ll do next! As for pulling me out of the window, I only wish they _could!_ I’m sure _I_ don’t want to stay in here any longer!”",105,547,house,INT,day,The Arrival of Bill,,5.0,,,,,0.02060126337674696,1.9329688956989781,-0.25186720420917685,-0.08727452261875944,6
125,125,4,"She waited for some time without hearing anything more: at last came a rumbling of little cartwheels, and the sound of a good many voices all talking together: she made out the words: “Where’s the other ladder?—Why, I hadn’t to bring but one; Bill’s got the other—Bill! fetch it here, lad!—Here, put ’em up at this corner—No, tie ’em together first—they don’t reach half high enough yet—Oh! they’ll do well enough; don’t be particular—Here, Bill! catch hold of this rope—Will the roof bear?—Mind that loose slate—Oh, it’s coming down! Heads below!” (a loud crash)—“Now, who did that?—It was Bill, I fancy—Who’s to go down the chimney?—Nay, _I_ shan’t! _You_ do it!—_That_ I won’t, then!—Bill’s to go down—Here, Bill! the master says you’re to go down the chimney!”",127,764,house,INT,day,The Arrival of Bill,,5.0,Action,Bill was called upon by the Rabbit to help with the predicament.,Bill,,0.010614944372286486,1.9435838400712646,-0.25192815068577673,-0.07665975321223314,6
126,126,4,"“Oh! So Bill’s got to come down the chimney, has he?” said Alice to herself. “Shy, they seem to put everything upon Bill! I wouldn’t be in Bill’s place for a good deal: this fireplace is narrow, to be sure; but I _think_ I can kick a little!”",48,242,house,INT,day,The Arrival of Bill,,5.0,,,,,0.03683824815262446,1.980422088223889,-0.2523968373918308,-0.039824486690516386,6
127,127,4,"She drew her foot as far down the chimney as she could, and waited till she heard a little animal (she couldn’t guess of what sort it was) scratching and scrambling about in the chimney close above her: then, saying to herself “This is Bill,” she gave one sharp kick, and waited to see what would happen next.",58,309,house,INT,day,Alice's Defiance,"As the animals try various methods to rescue the Rabbit from the window, Alice kicks out towards Bill in the chimney, leading to chaotic voices and the animals speculating about what happened.",5.0,,,,,0.026090102249532024,2.006512190473421,-0.22762566322366662,-0.03163410417676815,6
128,128,4,"The first thing she heard was a general chorus of “There goes Bill!” then the Rabbit’s voice along—“Catch him, you by the hedge!” then silence, and then another confusion of voices—“Hold up his head—Brandy now—Don’t choke him—How was it, old fellow? What happened to you? Tell us all about it!”",50,294,house,INT,day,Rabbit and other creatures attempt to rescue Bill,"The Rabbit and his companions are confused by Alice’s size and attempt to rescue their friend Bill, leading to chaos and humor in their actions as they misinterpret the situation.",6.0,,,,Climax,0.023336690720334466,2.029848881193755,-0.2134889389323421,-0.013066547523088046,6
129,129,4,"Last came a little feeble, squeaking voice, (“That’s Bill,” thought Alice,) “Well, I hardly know—No more, thank ye; I’m better now—but I’m a deal too flustered to tell you—all I know is, something comes at me like a Jack-in-the-box, and up I goes like a sky-rocket!”",46,266,house,INT,day,Rabbit and other creatures attempt to rescue Bill,"The Rabbit and his companions are confused by Alice’s size and attempt to rescue their friend Bill, leading to chaos and humor in their actions as they misinterpret the situation.",6.0,Statement,Bill recounted his confusion after being kicked down the chimney.,Bill,Climax,0.008993030949162482,2.0388419121429178,-0.21070796140081774,-0.004514309826335757,6
130,130,4,"“So you did, old fellow!” said the others.",8,42,house,INT,day,,,,,,,,0.021434639340463607,2.060276551483381,-0.23074428947660033,-0.012129381782355364,6
131,131,4,"“We must burn the house down!” said the Rabbit’s voice; and Alice called out as loud as she could, “If you do, I’ll set Dinah at you!”",27,134,house,INT,day,,,,,,,,0.020514007090469143,2.08079055857385,-0.22328255799162694,-0.031238203047780792,6
132,132,4,"There was a dead silence instantly, and Alice thought to herself, “I wonder what they _will_ do next! If they had any sense, they’d take the roof off.” After a minute or two, they began moving about again, and Alice heard the Rabbit say, “A barrowful will do, to begin with.”",51,275,house,INT,day,,,,,,,,0.00782596619117131,2.0886165247650217,-0.22603712136215423,-0.03856337386238339,6
133,133,4,"“A barrowful of _what?_” thought Alice; but she had not long to doubt, for the next moment a shower of little pebbles came rattling in at the window, and some of them hit her in the face. “I’ll put a stop to this,” she said to herself, and shouted out, “You’d better not do that again!” which produced another dead silence.",61,323,house,INT,day,The Pebbles Turn to Cakes,"The Rabbit and others decide on a plan that involves throwing pebbles at Alice, which mysteriously start transforming into cakes as they land. Alice decides to eat one, thinking it will change her size.",6.0,,,,,0.0072755500190627535,2.0958920747840843,-0.23216250252704146,-0.03463739198968851,6
134,134,4,"Alice noticed with some surprise that the pebbles were all turning into little cakes as they lay on the floor, and a bright idea came into her head. “If I eat one of these cakes,” she thought, “it’s sure to make _some_ change in my size; and as it can’t possibly make me larger, it must make me smaller, I suppose.”",61,315,house,INT,day,Alice shrinks by eating a cake,"Alice eats a cake that causes her to shrink, allowing her to exit the Rabbit's house. This presents a resolution of her prior predicament and illustrates the unpredictability of Wonderland.",7.0,Action,"Alice decided to eat a cake she found, believing it would help her shrink.",Alice,Resolution,0.0329234796908996,2.128815554474984,-0.2598744319393861,-0.052413906923789264,6
135,135,4,"So she swallowed one of the cakes, and was delighted to find that she began shrinking directly. As soon as she was small enough to get through the door, she ran out of the house, and found quite a crowd of little animals and birds waiting outside. The poor little Lizard, Bill, was in the middle, being held up by two guinea-pigs, who were giving it something out of a bottle. They all made a rush at Alice the moment she appeared; but she ran off as hard as she could, and soon found herself safe in a thick wood.",100,514,forest,EXT,day,Alice shrinks by eating a cake,"Alice eats a cake that causes her to shrink, allowing her to exit the Rabbit's house. This presents a resolution of her prior predicament and illustrates the unpredictability of Wonderland.",7.0,Action,"After eating the cake, Alice successfully shrank and ran out of the house.",Alice,Resolution,0.010085304780803737,2.138900859255788,-0.25114402697333293,-0.047364807830840384,6
136,136,4,"“The first thing I’ve got to do,” said Alice to herself, as she wandered about in the wood, “is to grow to my right size again; and the second thing is to find my way into that lovely garden. I think that will be the best plan.”",47,228,forest,EXT,day,,,,,,,,0.008810108366207079,2.147710967621995,-0.2545427441391546,-0.03923666345152102,6
137,137,4,"It sounded an excellent plan, no doubt, and very neatly and simply arranged; the only difficulty was, that she had not the smallest idea how to set about it; and while she was peering about anxiously among the trees, a little sharp bark just over her head made her look up in a great hurry.",55,290,forest,EXT,day,,,,,,,,0.017381937339344924,2.16509290496134,-0.24236744864364568,-0.05164206248847074,6
138,138,4,"An enormous puppy was looking down at her with large round eyes, and feebly stretching out one paw, trying to touch her. “Poor little thing!” said Alice, in a coaxing tone, and she tried hard to whistle to it; but she was terribly frightened all the time at the thought that it might be hungry, in which case it would be very likely to eat her up in spite of all her coaxing.",73,375,forest,EXT,day,Encounter with the gigantic puppy,"Alice meets a large puppy, which introduces a new layer of chaos. Although frightened, she also experiences a playful interaction, emphasizing her vulnerability.",4.0,,,,Setup,0.013068199227013015,2.1781611041883533,-0.2504171453750277,-0.04134739330633179,6
139,139,4,"Hardly knowing what she did, she picked up a little bit of stick, and held it out to the puppy; whereupon the puppy jumped into the air off all its feet at once, with a yelp of delight, and rushed at the stick, and made believe to worry it; then Alice dodged behind a great thistle, to keep herself from being run over; and the moment she appeared on the other side, the puppy made another rush at the stick, and tumbled head over heels in its hurry to get hold of it; then Alice, thinking it was very like having a game of play with a cart-horse, and expecting every moment to be trampled under its feet, ran round the thistle again; then the puppy began a series of short charges at the stick, running a very little way forwards each time and a long way back, and barking hoarsely all the while, till at last it sat down a good way off, panting, with its tongue hanging out of its mouth, and its great eyes half shut.",179,919,forest,EXT,day,Encounter with the gigantic puppy,"Alice meets a large puppy, which introduces a new layer of chaos. Although frightened, she also experiences a playful interaction, emphasizing her vulnerability.",4.0,,,,Setup,0.030944693346595137,2.2091057975349484,-0.2607712702403819,-0.07050843143235644,6
140,140,4,"This seemed to Alice a good opportunity for making her escape; so she set off at once, and ran till she was quite tired and out of breath, and till the puppy’s bark sounded quite faint in the distance.",39,201,forest,EXT,day,Encounter with the gigantic puppy,"Alice meets a large puppy, which introduces a new layer of chaos. Although frightened, she also experiences a playful interaction, emphasizing her vulnerability.",4.0,,,,Setup,0.008810015833735477,2.217915813368684,-0.2523908715100341,-0.07322602156169068,6
141,141,4,"“And yet what a dear little puppy it was!” said Alice, as she leant against a buttercup to rest herself, and fanned herself with one of the leaves: “I should have liked teaching it tricks very much, if—if I’d only been the right size to do it! Oh dear! I’d nearly forgotten that I’ve got to grow up again! Let me see—how _is_ it to be managed? I suppose I ought to eat or drink something or other; but the great question is, what?”",84,431,forest,EXT,day,Alice's determination to grow again,"After running from the puppy, Alice contemplates how to grow back to her original size and continues searching for a solution, highlighting her ongoing struggle in Wonderland.",5.0,Action,Alice contemplated how to grow back to her proper size after escaping the puppy.,Alice,Setup,0.003618195568449345,2.2215340089371334,-0.2498756982321505,-0.07062501357366627,6
142,142,4,"The great question certainly was, what? Alice looked all round her at the flowers and the blades of grass, but she did not see anything that looked like the right thing to eat or drink under the circumstances. There was a large mushroom growing near her, about the same height as herself; and when she had looked under it, and on both sides of it, and behind it, it occurred to her that she might as well look and see what was on the top of it.",87,444,,,,Regaining Composure,,5.0,,,,,0.01562546599665919,2.2371594749337924,-0.26538653082205244,-0.06873576505089626,6
143,143,4,"She stretched herself up on tiptoe, and peeped over the edge of the mushroom, and her eyes immediately met those of a large blue caterpillar, that was sitting on the top with its arms folded, quietly smoking a long hookah, and taking not the smallest notice of her or of anything else.",52,285,,,,Alice discovers the caterpillar,"Alice finds a large blue caterpillar sitting on a mushroom, adding to the bizarre characters she encounters. This meeting hints at potential guidance for her predicament.",6.0,Action,Alice discovered a large mushroom and looked to see what was on top.,Alice,Inciting Incident,0.00973399042369344,2.246893465357486,-0.2602073848884764,-0.07697754986774742,6
144,144,5,CHAPTER V. Advice from a Caterpillar,6,36,,,,,,,,,,,0.009729490688226516,2.2566229560457125,-0.26320290446635036,-0.06772066856188311,6
145,145,5,"The Caterpillar and Alice looked at each other for some time in silence: at last the Caterpillar took the hookah out of its mouth, and addressed her in a languid, sleepy voice.",32,176,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,Action,Alice looks at the Caterpillar in silence.,Alice,Setup,0.013751070746857786,2.2703740267925703,-0.25537037933160467,-0.05641830169920054,6
146,146,5,“Who are _you?_” said the Caterpillar.,6,38,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,Statement,The Caterpillar questions Alice about her identity.,Caterpillar,Setup,0.008146350203684566,2.278520376996255,-0.2591720673545954,-0.0636231743432464,6
147,147,5,"This was not an encouraging opening for a conversation. Alice replied, rather shyly, “I—I hardly know, sir, just at present—at least I know who I _was_ when I got up this morning, but I think I must have been changed several times since then.”",44,243,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,Statement,Alice explains she doesn't quite know who she is anymore.,Alice,Setup,0.019283708633121757,2.2978040856293767,-0.2531427276483403,-0.08194006494601273,6
148,148,5,“What do you mean by that?” said the Caterpillar sternly. “Explain yourself!”,12,77,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,,,,Setup,0.0398976111342598,2.3377016967636366,-0.2547095366076656,-0.1218068993313209,6
149,149,5,"“I can’t explain _myself_, I’m afraid, sir,” said Alice, “because I’m not myself, you see.”",15,91,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,Statement,Alice admits she can't put her identity into clear words.,Alice,Setup,0.013360375147620916,2.3510620719112576,-0.24140877919342937,-0.12054615499054172,6
150,150,5,"“I don’t see,” said the Caterpillar.",6,36,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,,,,Setup,0.011414494669742535,2.362476566581,-0.23122187076066442,-0.11539663218274264,6
151,151,5,"“I’m afraid I can’t put it more clearly,” Alice replied very politely, “for I can’t understand it myself to begin with; and being so many different sizes in a day is very confusing.”",33,182,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,,,,Setup,0.012302544211532323,2.3747791107925322,-0.24078671529627782,-0.12313396654841754,6
152,152,5,"“It isn’t,” said the Caterpillar.",5,33,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,Statement,The Caterpillar claims not to see Alice's confusion.,Caterpillar,Setup,0.017000268826277573,2.39177937961881,-0.25067675469468426,-0.10930659294155809,6
153,153,5,"“Well, perhaps you haven’t found it so yet,” said Alice; “but when you have to turn into a chrysalis—you will some day, you know—and then after that into a butterfly, I should think you’ll feel it a little queer, won’t you?”",41,224,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,,,,Setup,0.00787002429627338,2.3996494039150833,-0.24302647401831226,-0.11115334360059752,6
154,154,5,"“Not a bit,” said the Caterpillar.",6,34,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,,,,Setup,0.010364893730038618,2.4100142976451218,-0.2368460358948467,-0.10283269418862206,6
155,155,5,"“Well, perhaps your feelings may be different,” said Alice; “all I know is, it would feel very queer to _me_.”",20,110,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,,,,Setup,0.005146679623900402,2.4151609772690223,-0.23223229468398154,-0.10511341845740951,6
156,156,5,“You!” said the Caterpillar contemptuously. “Who are _you?_”,8,60,forest,EXT,day,Alice meets the Caterpillar,"Alice engages in a conversation with the Caterpillar, who questions her identity and expresses a lack of understanding about her current state of being.",6.0,,,,Setup,0.02183302421963,2.436994001488652,-0.23220850925761108,-0.08328040719399368,6
157,157,5,"Which brought them back again to the beginning of the conversation. Alice felt a little irritated at the Caterpillar’s making such _very_ short remarks, and she drew herself up and said, very gravely, “I think, you ought to tell me who _you_ are, first.”",44,254,forest,EXT,day,Alice meets the Caterpillar,"Alice encounters a Caterpillar sitting on a mushroom, engaging in a perplexing conversation about her identity and recent changes. This interaction sets the tone for Alice's ongoing struggle with her identity in Wonderland.",6.0,,,,Setup,0.01148435599804977,2.448478357486702,-0.22082981794881065,-0.0817261173918746,6
158,158,5,“Why?” said the Caterpillar.,4,28,forest,EXT,day,Alice meets the Caterpillar,"Alice encounters a Caterpillar sitting on a mushroom, engaging in a perplexing conversation about her identity and recent changes. This interaction sets the tone for Alice's ongoing struggle with her identity in Wonderland.",6.0,,,,Setup,0.006060115131280679,2.454538472617983,-0.2219861060865215,-0.07577733658006398,6
159,159,5,"Here was another puzzling question; and as Alice could not think of any good reason, and as the Caterpillar seemed to be in a _very_ unpleasant state of mind, she turned away.",32,175,forest,EXT,day,Alice meets the Caterpillar,"Alice encounters a Caterpillar sitting on a mushroom, engaging in a perplexing conversation about her identity and recent changes. This interaction sets the tone for Alice's ongoing struggle with her identity in Wonderland.",6.0,,,,Setup,0.007806553221330812,2.462345025839314,-0.21423620086277437,-0.07671608160423582,6
160,160,5,“Come back!” the Caterpillar called after her. “I’ve something important to say!”,12,81,forest,EXT,day,Alice meets the Caterpillar,"Alice encounters a Caterpillar sitting on a mushroom, engaging in a perplexing conversation about her identity and recent changes. This interaction sets the tone for Alice's ongoing struggle with her identity in Wonderland.",6.0,,,,Setup,0.01037015172263137,2.472715177561945,-0.21874375926283998,-0.06737681161025919,6
161,161,5,"This sounded promising, certainly: Alice turned and came back again.",10,68,forest,EXT,day,,,,,,,,0.009263090344970764,2.481978267906916,-0.21032272274106686,-0.07123569572850554,6
162,162,5,"“Keep your temper,” said the Caterpillar.",6,41,forest,EXT,day,,,,,,,,0.01779793959075333,2.4997762074976695,-0.2139766649877066,-0.053816873732333514,6
163,163,5,"“Is that all?” said Alice, swallowing down her anger as well as she could.",14,74,forest,EXT,day,,,,,,,,0.03421582562388604,2.5339920331215557,-0.2225780130157029,-0.08693393180254048,6
164,164,5,"“No,” said the Caterpillar.",4,27,forest,EXT,day,,,,,,,,0.02987442319820118,2.563866456319757,-0.19990700207815054,-0.06747869023388856,6
165,165,5,"Alice thought she might as well wait, as she had nothing else to do, and perhaps after all it might tell her something worth hearing. For some minutes it puffed away without speaking, but at last it unfolded its arms, took the hookah out of its mouth again, and said, “So you think you’re changed, do you?”",57,306,forest,EXT,day,,,,,,,,0.0015300527300942703,2.5653965090498514,-0.19954631870003248,-0.0659917575327826,6
166,166,5,"“I’m afraid I am, sir,” said Alice; “I can’t remember things as I used—and I don’t keep the same size for ten minutes together!”",24,128,forest,EXT,day,,,,,,,,0.015943017100041666,2.5813395261498933,-0.18942122741900577,-0.053676631841053014,6
167,167,5,“Can’t remember _what_ things?” said the Caterpillar.,7,53,forest,EXT,day,,,,,,,,0.00644227394787621,2.5877818000977695,-0.19419410617729513,-0.04934967887410794,6
168,168,5,"“Well, I’ve tried to say “How doth the little busy bee,” but it all came different!” Alice replied in a very melancholy voice.",23,126,forest,EXT,day,,,,Statement,The Caterpillar prompts Alice to recite a poem.,Caterpillar,,0.006901561722729526,2.594683361820499,-0.19175288284323555,-0.05580506289412475,6
169,169,5,"“Repeat, “_You are old, Father William_,’” said the Caterpillar.",9,64,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.05702063630343474,2.651703998123934,-0.22564157307026975,-0.10166255562044699,-1
170,170,5,"Alice folded her hands, and began:—",6,35,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.06150642736905609,2.7132104254929903,-0.24922124043942614,-0.1584695965085703,7
171,171,5,"“You are old, Father William,” the young man said,     “And your hair has become very white; And yet you incessantly stand on your head—     Do you think, at your age, it is right?”",41,181,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.009437101398096313,2.7226475268910866,-0.25316295685657797,-0.14989511375538295,7
172,172,5,"“In my youth,” Father William replied to his son,     “I feared it might injure the brain; But, now that I’m perfectly sure I have none,     Why, I do it again and again.”",40,171,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.03320401333371449,2.755851540224801,-0.21999750736962803,-0.14829528195357952,7
173,173,5,"“You are old,” said the youth, “as I mentioned before,     And have grown most uncommonly fat; Yet you turned a back-somersault in at the door—     Pray, what is the reason of that?”",40,182,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.09367518129458943,2.8495267215193905,-0.13993254495849408,-0.09966770351625749,8
174,174,5,"“In my youth,” said the sage, as he shook his grey locks,     “I kept all my limbs very supple By the use of this ointment—one shilling the box—     Allow me to sell you a couple?”",43,180,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.006873177034792775,2.856399898554183,-0.13973691035303973,-0.09279731126742981,8
175,175,5,"“You are old,” said the youth, “and your jaws are too weak     For anything tougher than suet; Yet you finished the goose, with the bones and the beak—     Pray, how did you manage to do it?”",44,191,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.0069177681511092,2.863317666705292,-0.14508923213462152,-0.088414598895062,8
176,176,5,"“In my youth,” said his father, “I took to the law,     And argued each case with my wife; And the muscular strength, which it gave to my jaw,     Has lasted the rest of my life.”",43,179,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.005980475879322911,2.869298142584615,-0.14972211708050243,-0.09219645939240893,8
177,177,5,"“You are old,” said the youth, “one would hardly suppose     That your eye was as steady as ever; Yet you balanced an eel on the end of your nose—     What made you so awfully clever?”",43,184,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.0062336222650177,2.8755317648496326,-0.14774337128592918,-0.09810768698262935,8
178,178,5,"“I have answered three questions, and that is enough,”     Said his father; “don’t give yourself airs! Do you think I can listen all day to such stuff?     Be off, or I’ll kick you down stairs!”",43,194,forest,EXT,day,"Recitation of 'You are old, Father William'","Alice tries to recite a poem but realizes she has forgotten the words. The Caterpillar prompts her to repeat a poem, demonstrating the theme of memory and the struggle of maintaining one's identity amid change.",5.0,,,,Turning Point,0.02298209517030126,2.898513860019934,-0.15414348403472203,-0.12018064000707816,8
179,179,5,"“That is not said right,” said the Caterpillar.",8,47,forest,EXT,day,,,,,,,,0.020194867721721667,2.9187087277416555,-0.17421359092470298,-0.12242195473789459,8
180,180,5,"“Not _quite_ right, I’m afraid,” said Alice, timidly; “some of the words have got altered.”",15,91,forest,EXT,day,,,,Statement,The Caterpillar critiques Alice’s recitation.,Caterpillar,,0.006465815187667757,2.9251745429293234,-0.16812985364473432,-0.12023222718648677,8
181,181,5,"“It is wrong from beginning to end,” said the Caterpillar decidedly, and there was silence for some minutes.",18,108,forest,EXT,day,,,,,,,,0.015120297828809519,2.940294840758133,-0.15396199681477168,-0.1255138215743192,8
182,182,5,The Caterpillar was the first to speak.,7,39,forest,EXT,day,,,,,,,,0.0036447025146975113,2.9439395432728306,-0.15073102337017624,-0.12382720750436679,8
183,183,5,“What size do you want to be?” it asked.,9,40,forest,EXT,day,Caterpillar's advice on size,"The Caterpillar asks Alice what size she wants to be, introducing the thematic element of identity and change. Alice expresses her frustration with changing sizes.",7.0,Statement,The Caterpillar asks Alice what size she wants to be.,Caterpillar,Inciting Incident,0.012985737320583843,2.9569252805934143,-0.16269657266673634,-0.12887250271781012,8
184,184,5,"“Oh, I’m not particular as to size,” Alice hastily replied; “only one doesn’t like changing so often, you know.”",19,112,forest,EXT,day,Caterpillar's advice on size,"The Caterpillar asks Alice what size she wants to be, introducing the thematic element of identity and change. Alice expresses her frustration with changing sizes.",7.0,,,,Inciting Incident,0.011789236339152949,2.9687145169325673,-0.15717776295219588,-0.11845478546329134,8
185,185,5,"“I _don’t_ know,” said the Caterpillar.",6,39,forest,EXT,day,Caterpillar's advice on size,"The Caterpillar asks Alice what size she wants to be, introducing the thematic element of identity and change. Alice expresses her frustration with changing sizes.",7.0,,,,Inciting Incident,0.00745683090511342,2.976171347837681,-0.16463454538175853,-0.1184278978151931,8
186,186,5,"Alice said nothing: she had never been so much contradicted in her life before, and she felt that she was losing her temper.",23,124,forest,EXT,day,Caterpillar's advice on size,"The Caterpillar asks Alice what size she wants to be, introducing the thematic element of identity and change. Alice expresses her frustration with changing sizes.",7.0,,,,Inciting Incident,0.01294013255912532,2.989111480396806,-0.16655366838677574,-0.10563086700569088,8
187,187,5,“Are you content now?” said the Caterpillar.,7,44,forest,EXT,day,Caterpillar's advice on size,"The Caterpillar asks Alice what size she wants to be, introducing the thematic element of identity and change. Alice expresses her frustration with changing sizes.",7.0,Statement,Alice expresses her desire to be a little larger.,Alice,Inciting Incident,0.009341296180414902,2.998452776577221,-0.17541509647860776,-0.1085863545295225,8
188,188,5,"“Well, I should like to be a _little_ larger, sir, if you wouldn’t mind,” said Alice: “three inches is such a wretched height to be.”",25,133,forest,EXT,day,Caterpillar's advice on size,"The Caterpillar asks Alice what size she wants to be, introducing the thematic element of identity and change. Alice expresses her frustration with changing sizes.",7.0,,,,Inciting Incident,0.010867257998761058,3.0093200345759823,-0.16948534830998455,-0.09947946795570674,8
189,189,5,"“It is a very good height indeed!” said the Caterpillar angrily, rearing itself upright as it spoke (it was exactly three inches high).",23,135,forest,EXT,day,,,,,,,,0.011083546149007188,3.0204035807249894,-0.1715170086206254,-0.11037521720113905,8
190,190,5,"“But I’m not used to it!” pleaded poor Alice in a piteous tone. And she thought of herself, “I wish the creatures wouldn’t be so easily offended!”",27,146,forest,EXT,day,,,,,,,,0.03461422296362087,3.05501780368861,-0.15207364590298744,-0.13901260670517074,8
191,191,5,"“You’ll get used to it in time,” said the Caterpillar; and it put the hookah into its mouth and began smoking again.",22,116,forest,EXT,day,,,,Statement,"The Caterpillar instructs that one side of the mushroom will make her grow taller, and the other shorter.",Caterpillar,,0.008027445330914922,3.0630452490195252,-0.1525836218645943,-0.1470238365145952,8
192,192,5,"This time Alice waited patiently until it chose to speak again. In a minute or two the Caterpillar took the hookah out of its mouth and yawned once or twice, and shook itself. Then it got down off the mushroom, and crawled away in the grass, merely remarking as it went, “One side will make you grow taller, and the other side will make you grow shorter.”",67,355,forest,EXT,day,Caterpillar's advice on changing size,The Caterpillar advises Alice about the mushroom that can make her grow taller or shorter. This pivotal moment presents Alice with the means to navigate her physical changes in Wonderland.,6.0,,,,Climax,0.00072444037194439,3.0637696893914694,-0.1530540701182786,-0.14647293516851922,8
